Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
5,Sankarapuram,delux ponni,clay,119,61.8,wet,100,5,197,10,134.4,51.18,73,2887,18.5,21.6,185.9,272.1,166.3,250.8,60.4,64.7,20.1,33,17.2,29,17.5,33.4,16.5,34.3,9,11,9,11,SSE,W,SW,NW,75.5,89,85,82,377,30548
3,Panruti,CO_43,clay,77,41.5,wet,60,3,118,6,89.35,31.15,48,1952,18.7,21.3,185.3,272.6,165.5,251.5,60.1,64.9,19.9,34,18.0,31,17.5,33.4,17.4,32.3,7,11,6,11,ENE,WNW,NNE,W,79.5,95,84,81,296,19521
4,Panruti,CO_43,alluvial,99,53.8,wet,81,4,157,9,113.74,40.36,65,2483,18.5,21.5,185.3,272.7,165.4,251.6,60.0,65.0,19.8,34,17.5,31,17.3,33.2,17.1,33.1,6,11,6,11,ENE,WNW,NNE,S,83.5,95,83,81,371,24807
4,Cuddalore,delux ponni,alluvial,106,54.3,wet,85,4,172,9,122.91,45.93,66,2530,19.3,20.7,186.6,271.3,166.7,250.4,60.8,64.3,19.2,34,16.7,30,16.1,31.9,16.9,32.7,4,11,6,11,SW,W,NNW,WSW,74.8,84,87,82,345,28216
4,Chinnasalem,delux ponni,clay,103,48.0,wet,75,4,153,8,102.29,40.29,58,2301,18.3,21.6,185.9,272.1,166.1,250.8,60.4,64.5,19.2,32,16.4,31,16.4,32.9,15.8,33.6,7,10,9,11,SSE,W,SW,NW,76.3,84,88,85,329,23614
4,Chinnasalem,CO_43,clay,111,53.8,wet,81,4,158,9,109.73,43.26,61,2634,18.6,21.2,186.8,271.2,166.8,250.1,60.7,64.2,18.2,32,15.9,34,15.2,32.5,15.2,31.5,6,6,8,9,E,ENE,NE,NNW,71.9,80,91,88,375,25657
3,Sankarapuram,ponmani,alluvial,84,42.2,wet,64,3,148,7,91.17,37.62,48,2015,18.6,21.3,186.4,271.6,166.5,250.4,60.6,64.3,19.0,32,16.6,33,15.9,33.2,15.8,32.5,8,8,9,10,NW,W,SW,NNW,71.5,84,89,86,285,20840
2,Kurinjipadi,CO_43,clay,47,21.9,wet,35,2,73,4,46.65,18.46,28,1062,19.3,20.6,187.0,271.0,166.9,250.1,60.9,64.1,18.8,33,17.5,34,15.9,32.4,15.7,31.0,9,5,9,7,SW,S,SE,NNW,67.9,83,87,87,152,10772
3,Chinnasalem,CO_43,clay,91,41.2,wet,69,3,139,6,86.9,35.9,50,2151,18.3,21.8,185.4,272.6,165.6,251.4,60.1,64.9,20.0,34,17.4,30,17.3,33.5,17.0,33.7,7,11,7,11,SSE,NE,SW,S,79.4,94,85,81,327,21469
4,Sankarapuram,delux ponni,clay,92,46.0,dry,76,4,158,8,109.92,43.58,59,2262,18.2,21.8,185.6,272.4,166.1,251.0,60.3,64.8,20.3,32,17.3,29,17.7,33.8,16.4,34.4,10,11,10,11,W,W,SW,NW,75.9,90,84,82,333,24611
4,Kurinjipadi,ponmani,clay,107,51.0,wet,79,4,170,8,108.55,43.78,65,2371,19.3,20.8,187.0,271.0,166.9,250.2,60.9,64.1,19.7,33,17.8,33,16.7,32.9,16.1,31.8,9,8,9,9,NW,W,NNW,NW,67.4,85,86,85,364,22384
3,Cuddalore,CO_43,alluvial,80,39.7,dry,62,3,135,7,93.99,37.28,50,2033,19.5,20.4,187.0,270.9,166.9,250.1,60.9,64.1,18.6,34,16.2,32,15.7,31.4,16.1,32.6,4,9,8,9,SW,W,NNW,WSW,73.6,80,88,85,302,21354
4,Kallakurichi,ponmani,clay,88,43.1,wet,75,4,146,8,101.61,37.92,55,2137,18.2,21.8,185.4,272.6,165.6,251.3,60.1,64.9,18.5,32,16.0,33,15.6,32.6,15.3,32.3,7,7,8,8,W,ENE,NE,NNW,83.2,89,87,86,363,21951
4,Kurinjipadi,delux ponni,clay,115,57.3,dry,87,4,161,8,118.33,43.52,65,2744,19.3,20.6,187.0,271.0,166.9,250.1,60.9,64.1,19.1,33,17.8,34,16.4,32.4,16.2,31.5,8,6,9,7,NW,S,NNE,WSW,68.9,86,87,86,405,28350
5,Kurinjipadi,ponmani,alluvial,115,57.9,dry,92,5,184,9,122.7,46.71,69,2668,19.4,20.6,186.9,271.1,166.8,250.2,60.9,64.1,19.3,33,17.8,33,16.6,32.1,16.2,31.4,9,6,9,7,NW,S,SE,SSE,69.2,86,85,85,422,27629
3,Kurinjipadi,delux ponni,clay,85,40.5,wet,66,3,142,7,91.73,34.82,49,2086,19.4,20.5,187.0,271.0,166.8,250.1,60.9,64.1,18.8,33,16.3,31,15.8,31.4,16.2,33.2,5,10,7,10,SSE,W,NNW,NW,75.3,81,87,84,317,21041
3,Chinnasalem,CO_43,clay,90,45.5,wet,65,3,135,7,98.15,37.04,50,2126,18.8,21.1,186.8,271.2,166.8,250.2,60.8,64.2,18.1,31,15.6,33,15.1,32.2,15.2,31.9,5,7,8,10,E,ENE,NE,NNW,73.1,79,91,88,308,21615
4,Cuddalore,delux ponni,clay,100,48.1,wet,88,4,168,8,106.84,44.27,59,2589,18.6,21.4,186.5,271.4,166.5,250.4,60.7,64.3,18.8,32,16.2,30,15.9,32.3,15.8,33.4,6,10,8,11,SW,W,NNW,WSW,74.7,80,89,85,336,24857
2,Sankarapuram,ponmani,alluvial,51,25.6,dry,43,2,90,5,62.06,24.79,32,1260,18.1,21.8,185.4,272.5,165.9,251.2,60.2,64.8,19.1,32,16.3,31,16.6,33.0,15.3,33.2,9,8,9,9,E,WNW,SW,NNW,81.8,88,85,85,220,12988
3,Cuddalore,CO_43,clay,61,33.2,wet,51,3,99,5,77.05,25.29,42,1600,19.5,20.5,187.1,270.9,167.0,250.1,61.0,64.0,19.1,34,17.7,34,16.3,31.9,16.3,31.3,8,6,9,7,SW,S,NNW,SSE,67.1,83,86,85,248,16596
5,Sankarapuram,CO_43,alluvial,114,59.5,dry,89,4,174,9,115.19,43.25,69,2717,18.4,21.6,185.4,272.7,165.5,251.4,60.1,64.9,19.9,34,17.4,29,17.5,33.4,17.1,34.0,7,11,7,12,SSE,W,SW,NW,80.1,93,85,81,411,26548
4,Chinnasalem,ponmani,alluvial,90,46.7,dry,75,4,154,8,107.07,39.95,56,2293,18.3,21.6,185.7,272.3,165.9,251.1,60.2,64.8,18.5,32,16.1,33,15.6,32.3,15.4,32.2,7,7,7,8,W,ENE,NE,NNW,80.6,86,88,86,324,23985
5,Kurinjipadi,ponmani,alluvial,134,66.2,wet,105,5,218,11,144.87,57.37,79,3274,18.8,21.3,186.5,271.4,166.7,250.3,60.6,64.3,19.9,33,18.1,33,17.4,33.5,16.0,31.7,10,6,10,9,SSE,S,SE,SSE,68.0,87,85,85,520,34113
3,Chinnasalem,delux ponni,clay,83,41.3,wet,64,3,137,6,87.26,35.83,46,1891,18.3,21.7,185.8,272.2,166.1,250.8,60.4,64.6,18.7,32,16.1,32,15.7,33.1,15.5,32.9,7,8,8,10,E,ENE,NE,NNW,75.8,84,90,86,288,18974
3,Kallakurichi,ponmani,clay,78,38.9,wet,59,3,121,6,81.29,32.28,44,1800,18.6,21.4,185.5,272.4,165.7,251.3,60.2,64.8,19.2,33,17.0,31,16.5,32.1,15.9,32.7,7,7,8,7,W,WNW,SE,S,82.6,90,84,84,300,18356
5,Sankarapuram,delux ponni,alluvial,115,56.5,wet,91,5,190,9,122.91,49.25,69,2682,18.4,21.7,186.1,271.9,166.3,250.7,60.4,64.5,20.1,32,17.2,30,17.3,33.6,16.3,33.8,9,11,9,11,SSE,W,SW,NW,71.6,87,86,83,401,27887
2,Panruti,CO_43,alluvial,53,32.6,dry,46,2,88,5,52.48,21.2,33,1433,18.6,21.3,185.2,272.8,165.3,251.7,60.0,65.0,19.6,35,17.8,30,17.3,33.0,17.6,32.7,5,11,5,11,ENE,NE,NNE,W,85.0,95,84,80,226,12973
4,Kurinjipadi,delux ponni,clay,102,51.7,dry,82,4,164,8,115.7,43.42,63,2443,19.3,20.6,187.0,271.0,166.9,250.2,60.9,64.1,19.6,33,18.2,34,17.0,33.2,16.1,31.0,10,5,10,7,NW,S,SE,SSE,66.3,86,86,86,355,26720
4,Chinnasalem,delux ponni,clay,98,53.6,wet,79,4,155,8,110.24,42.26,56,2253,18.7,21.3,186.7,271.3,166.7,250.3,60.7,64.2,18.5,33,16.6,34,15.4,33.2,16.0,31.1,5,7,7,11,E,ENE,NE,NNW,69.9,84,91,86,328,24566
3,Sankarapuram,delux ponni,clay,80,32.5,dry,58,3,124,5,87.41,34.64,47,1715,18.3,21.7,186.4,271.4,166.7,250.4,60.6,64.4,20.4,33,18.0,29,17.8,33.9,16.7,34.3,10,11,10,12,SSE,W,SW,NW,68.2,90,84,82,246,18710
4,Sankarapuram,CO_43,alluvial,113,55.1,wet,89,5,189,9,125.14,48.45,68,2706,18.3,21.7,186.2,271.9,166.4,250.5,60.4,64.5,20.0,32,17.2,31,17.2,33.7,16.0,33.2,10,10,9,11,SSE,W,SW,SSE,69.4,88,87,84,394,28544
4,Kurinjipadi,ponmani,clay,94,48.4,wet,75,4,168,8,104.8,39.77,58,2349,19.0,21.0,186.7,271.3,166.6,250.3,60.7,64.2,19.4,32,17.7,34,16.4,33.2,16.1,31.4,10,6,9,8,E,ENE,SE,SSE,68.0,87,87,86,331,23988
4,Sankarapuram,CO_43,clay,103,52.2,dry,83,4,157,8,112.94,41.23,59,2481,19.0,21.0,186.8,271.2,166.8,250.3,60.8,64.2,19.7,33,17.0,30,16.8,32.2,16.4,33.8,7,11,9,11,SSE,W,SW,WSW,72.6,84,86,83,371,25338
4,Chinnasalem,CO_43,clay,111,55.7,wet,94,4,173,9,125.37,44.17,67,2668,18.2,21.8,185.7,272.4,166.0,251.0,60.2,64.8,18.4,31,16.0,32,15.5,32.9,15.2,32.5,7,7,8,10,E,ENE,NE,NNW,77.8,84,89,87,386,26818
4,Chinnasalem,delux ponni,alluvial,106,50.0,wet,74,4,144,7,99.82,41.38,57,2295,19.3,20.8,186.8,271.2,166.8,250.3,60.8,64.2,19.3,34,18.0,34,16.7,32.8,16.4,31.4,8,6,8,8,NW,S,SE,SSE,69.6,88,86,85,343,23974
2,Kallakurichi,CO_43,clay,62,29.8,wet,48,2,92,5,59.15,24.13,34,1394,18.6,21.4,185.4,272.6,165.5,251.5,60.1,64.9,19.0,33,17.0,32,16.4,31.9,15.9,32.7,7,7,8,7,W,NE,SE,S,84.9,92,83,84,260,14832
4,Kurinjipadi,delux ponni,alluvial,89,44.8,wet,71,4,140,7,99.35,38.17,53,2112,18.8,21.2,186.0,272.1,166.1,250.9,60.4,64.6,19.2,33,17.1,32,16.6,32.1,15.9,32.7,7,7,8,7,E,WNW,SE,S,79.7,88,84,84,308,22105
4,Cuddalore,delux ponni,alluvial,92,45.4,dry,73,4,149,8,94.61,39.62,57,2067,18.7,21.1,185.9,272.1,166.2,250.8,60.4,64.6,19.1,33,16.8,32,16.4,32.3,15.9,33.0,7,8,8,9,W,W,NNW,S,79.2,86,86,85,305,22486
5,Panruti,delux ponni,clay,119,57.8,dry,96,5,194,10,127.44,51.06,73,2791,18.4,21.6,185.4,272.7,165.5,251.5,60.1,64.9,19.5,34,17.1,31,17.0,33.2,17.1,33.0,6,11,6,11,ENE,NE,NE,NW,81.0,93,86,81,400,29139
5,Kallakurichi,CO_43,clay,121,58.5,wet,94,4,188,9,129.89,48.15,72,2940,19.5,20.5,187.1,270.9,166.9,250.0,60.9,64.0,19.3,33,18.2,35,16.7,32.3,15.8,30.8,10,4,10,6,NW,S,SE,SSE,66.1,85,84,87,444,29792
4,Panruti,ponmani,clay,100,49.9,wet,81,4,161,9,115.14,41.53,66,2406,18.5,21.5,185.2,272.8,165.4,251.6,60.0,65.0,19.4,34,17.2,31,16.8,32.4,16.5,32.2,6,9,6,8,W,WNW,SE,S,86.2,95,82,82,330,24282
2,Chinnasalem,CO_43,clay,59,30.5,dry,51,3,97,5,66.41,23.67,38,1523,18.4,21.6,185.8,272.2,166.0,251.0,60.3,64.7,18.9,32,16.5,32,16.3,32.7,15.9,32.9,8,8,8,9,E,ENE,NNW,NNW,78.7,87,87,85,235,15914
4,Chinnasalem,ponmani,clay,96,44.4,wet,75,3,149,7,100.18,42.13,54,2035,18.1,21.8,185.7,272.3,166.1,250.9,60.3,64.7,18.6,31,15.9,32,15.5,33.4,15.2,33.2,8,8,9,11,E,ENE,NE,NNW,77.3,83,90,87,330,21975
3,Kurinjipadi,delux ponni,clay,69,35.0,dry,56,3,120,6,82.31,28.91,45,1738,19.4,20.7,187.0,271.0,166.9,250.2,60.9,64.1,19.5,33,17.7,33,16.5,32.7,16.3,31.4,9,7,9,8,ENE,ENE,SE,SSE,68.0,86,86,85,257,17683
4,Sankarapuram,CO_43,alluvial,111,54.5,dry,89,4,178,9,118.93,46.13,66,2629,18.2,21.8,185.8,272.2,166.2,250.8,60.3,64.7,20.3,32,17.4,29,17.8,33.8,16.4,34.6,10,12,10,12,SSE,W,SW,NW,73.6,89,84,82,402,27587
6,Panruti,CO_43,clay,141,71.4,dry,114,6,225,11,154.99,58.74,84,3365,19.0,21.0,185.5,272.6,165.6,251.4,60.2,64.8,19.8,35,17.7,30,17.3,32.9,17.8,32.9,4,12,4,12,ENE,NE,NNE,W,80.6,95,85,79,540,36049
5,Kallakurichi,delux ponni,clay,114,58.7,dry,93,5,191,9,133.02,51.44,71,2951,18.3,21.7,185.2,272.7,165.4,251.6,60.0,65.0,20.0,33,17.4,30,17.3,33.0,16.5,33.5,8,10,8,9,W,WNW,SE,S,85.7,95,82,81,403,30062
5,Sankarapuram,CO_43,alluvial,128,64.7,wet,104,5,200,10,140.11,53.8,78,3008,18.5,21.6,185.7,272.4,165.9,251.0,60.3,64.7,19.9,33,17.2,30,17.3,33.1,16.6,33.9,8,11,8,11,ENE,W,NNW,NW,76.4,89,85,82,467,31391
4,Cuddalore,ponmani,clay,115,57.5,dry,92,4,175,9,114.87,44.33,71,2610,19.4,20.6,187.0,271.1,166.8,250.2,60.9,64.1,19.0,33,16.6,31,16.0,31.6,16.2,33.4,5,10,8,10,SW,W,NNW,WSW,73.2,82,86,85,432,24643
3,Kurinjipadi,delux ponni,alluvial,77,40.7,dry,63,3,128,7,91.4,31.74,49,1871,19.1,20.9,186.6,271.4,166.6,250.5,60.7,64.3,19.1,33,17.9,34,16.3,32.9,16.4,31.0,9,6,8,8,NW,S,SE,NNW,69.3,88,87,85,272,20386
4,Cuddalore,CO_43,clay,91,45.7,wet,73,4,142,7,100.54,37.79,53,2284,19.2,20.9,186.9,271.1,166.8,250.1,60.8,64.1,18.5,33,16.1,31,15.6,31.7,15.9,32.6,5,8,7,9,SW,W,NNW,WSW,73.5,80,89,85,311,22792
2,Sankarapuram,ponmani,clay,54,27.2,dry,47,2,93,4,62.21,22.69,35,1353,18.3,21.7,185.9,272.2,166.1,250.9,60.3,64.7,19.0,32,16.5,31,16.3,33.0,15.9,33.2,8,9,8,10,W,ENE,NE,NNW,77.4,86,87,85,206,13508
4,Panruti,CO_43,clay,97,50.6,dry,82,4,159,9,123.2,39.84,64,2550,19.3,20.7,186.5,271.6,166.6,250.6,60.7,64.4,19.9,35,18.3,32,17.5,33.2,17.6,31.4,6,11,6,11,ENE,NE,NNE,W,69.3,94,85,80,345,24691
3,Kurinjipadi,CO_43,alluvial,74,34.7,dry,59,3,123,6,78.17,30.54,45,1794,19.1,21.0,186.9,271.2,166.8,250.2,60.8,64.2,20.1,33,18.1,31,17.4,33.4,16.4,32.8,10,9,10,11,NW,W,SW,SSE,67.7,87,84,84,244,15720
5,Panruti,delux ponni,alluvial,116,58.3,dry,91,4,186,9,120.27,47.0,72,2804,18.5,21.4,185.6,272.4,165.8,251.2,60.2,64.8,19.5,33,17.1,30,17.0,32.8,16.6,33.6,7,10,7,11,SSE,WNW,NNW,S,79.2,90,85,82,380,26984
4,Kurinjipadi,ponmani,alluvial,92,45.4,wet,73,4,134,7,96.73,36.76,54,2195,19.4,20.7,186.6,271.3,166.6,250.4,60.7,64.2,19.3,33,17.8,33,16.8,32.2,16.2,31.5,8,6,9,7,NW,S,SE,S,72.0,88,84,85,335,23563
2,Sankarapuram,ponmani,clay,39,20.7,wet,33,1,61,4,44.55,15.86,25,982,18.8,21.2,185.8,272.2,166.1,251.0,60.4,64.6,19.5,33,17.0,30,16.9,32.3,16.3,33.3,7,9,9,9,SSE,WNW,SE,S,77.7,87,84,83,139,10071
4,Kurinjipadi,CO_43,clay,109,53.9,dry,83,4,178,9,122.71,48.2,67,2645,19.0,21.1,186.6,271.6,166.6,250.3,60.7,64.4,18.8,33,16.3,31,15.8,32.2,15.9,32.4,6,8,8,10,E,S,SW,WSW,73.8,81,88,85,349,27510
3,Cuddalore,delux ponni,alluvial,62,30.9,wet,51,2,101,5,68.4,25.89,38,1567,19.2,20.7,186.6,271.3,166.7,250.2,60.8,64.2,19.2,34,16.6,30,16.4,31.7,16.3,33.5,5,11,8,11,SW,W,NNW,WSW,74.4,80,87,83,188,15642
4,Chinnasalem,delux ponni,clay,108,53.2,wet,93,4,177,9,114.89,46.25,67,2632,18.6,21.4,185.6,272.5,165.6,251.4,60.1,64.8,19.6,34,17.2,31,16.8,32.6,16.7,32.9,6,10,7,10,SSE,WNW,SE,NW,81.4,91,85,82,354,26243
3,Cuddalore,delux ponni,alluvial,71,33.8,wet,60,3,125,6,77.32,29.97,46,1742,19.4,20.5,187.1,270.9,167.0,250.0,61.0,64.0,19.6,34,18.0,33,16.8,32.6,16.3,31.7,9,8,9,9,NW,W,SE,SSE,66.7,83,85,85,253,16900
4,Sankarapuram,CO_43,alluvial,98,49.0,dry,74,4,151,8,99.62,41.76,58,2236,19.3,20.8,186.8,271.3,166.7,250.2,60.8,64.2,19.3,33,18.0,33,16.6,32.3,16.0,31.4,9,5,9,7,NW,ENE,SE,SSE,69.6,86,85,85,360,23618
3,Kurinjipadi,CO_43,alluvial,67,32.2,wet,51,3,108,5,72.64,28.37,41,1628,19.3,20.8,186.6,271.4,166.5,250.5,60.6,64.3,19.4,34,18.1,33,16.9,32.8,16.5,31.4,9,6,9,7,NW,S,SE,SSE,70.1,89,85,84,243,15684
2,Cuddalore,CO_43,clay,56,27.7,dry,49,2,95,5,63.65,24.28,36,1350,18.6,21.3,186.2,271.9,166.2,250.8,60.5,64.5,18.8,33,16.4,31,16.0,32.1,15.7,32.8,6,8,8,10,SW,W,NE,NW,77.7,84,87,85,238,13472
3,Sankarapuram,CO_43,clay,66,31.4,dry,53,3,119,5,74.94,31.34,39,1647,18.2,21.8,185.8,272.2,166.1,250.8,60.3,64.7,20.3,32,17.0,28,17.7,33.8,16.2,34.8,9,12,10,12,SSE,W,SW,NW,73.8,88,84,82,235,15970
3,Chinnasalem,ponmani,alluvial,80,44.4,wet,65,4,140,7,93.87,34.87,51,2026,18.2,21.9,185.6,272.3,166.1,250.7,60.3,64.7,18.4,31,16.0,33,15.4,33.4,15.2,31.8,8,7,9,10,E,ENE,NE,NNW,74.8,83,90,87,279,20550
3,Panruti,ponmani,alluvial,82,39.2,dry,66,3,133,6,83.8,33.79,50,1784,19.2,20.8,186.8,271.2,166.8,250.3,60.8,64.2,19.7,34,17.7,32,16.9,32.6,16.7,32.3,7,10,8,10,NW,NE,NNE,W,70.7,87,86,82,302,17997
2,Chinnasalem,CO_43,clay,61,33.0,wet,47,2,117,5,70.38,26.85,34,1659,18.5,21.5,186.5,271.6,166.5,250.6,60.7,64.3,18.2,32,16.1,33,15.2,32.6,15.6,31.5,5,8,7,11,E,ENE,NE,NNW,72.4,81,91,87,200,15131
2,Chinnasalem,ponmani,clay,67,29.4,dry,50,2,100,5,56.33,28.25,33,1489,18.5,21.6,186.0,271.9,166.2,250.7,60.3,64.6,18.5,32,16.1,33,15.7,32.4,15.4,32.5,6,7,8,8,E,ENE,NNE,NNW,80.6,85,88,86,248,13919
3,Kurinjipadi,delux ponni,clay,82,40.6,dry,56,3,122,6,78.01,31.87,46,1798,19.5,20.5,187.2,270.8,167.0,250.0,61.0,64.0,19.0,33,18.4,35,16.3,33.3,15.9,30.6,10,4,10,6,NW,S,SE,SSE,64.9,85,88,87,274,17153
4,Sankarapuram,CO_43,alluvial,105,51.2,dry,83,4,177,8,101.82,45.36,63,2588,18.4,21.6,185.5,272.5,165.6,251.3,60.1,64.9,19.1,33,16.9,31,16.6,32.9,16.3,32.8,6,9,7,10,ENE,WNW,NE,NNW,81.0,91,86,83,416,23636
3,Kurinjipadi,delux ponni,clay,79,38.7,dry,60,3,132,6,85.55,29.7,46,1931,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.9,33,18.4,35,17.0,33.0,16.3,30.8,10,5,10,7,NW,S,SE,SSE,64.9,87,84,86,274,17868
2,Kurinjipadi,CO_43,clay,42,21.1,wet,34,2,68,3,48.13,17.64,25,1007,19.2,20.8,187.0,271.0,166.9,250.2,60.9,64.1,19.1,33,17.4,34,16.3,32.7,15.8,31.4,9,6,9,8,NW,W,SE,SSE,67.9,83,88,86,161,10285
3,Cuddalore,delux ponni,alluvial,74,35.6,wet,58,3,109,5,70.63,29.11,43,1613,18.8,21.2,186.3,271.7,166.5,250.5,60.6,64.4,19.6,33,17.0,30,16.9,32.6,16.4,33.5,7,10,8,11,SW,W,SW,NW,74.1,85,86,83,249,16944
4,Cuddalore,ponmani,clay,99,51.9,wet,85,4,159,8,116.64,42.97,62,2362,19.1,20.9,186.0,271.9,166.4,250.6,60.6,64.4,19.7,34,17.0,29,17.1,32.1,16.8,33.6,5,11,8,12,SW,W,NNW,WSW,75.6,85,86,81,375,26394
3,Cuddalore,delux ponni,clay,80,40.5,wet,62,3,137,6,89.56,35.13,50,1905,19.2,20.8,186.9,271.1,166.8,250.3,60.8,64.2,19.0,33,16.8,33,15.9,32.5,16.0,31.9,7,8,9,10,SW,S,SE,WSW,69.8,83,88,86,275,19190
3,Panruti,delux ponni,clay,66,33.9,wet,54,3,114,6,77.16,27.3,42,1638,18.5,21.5,185.6,272.6,165.7,251.2,60.2,64.8,19.6,34,17.2,30,17.0,33.0,16.8,33.2,6,10,7,10,E,NE,NNE,NW,79.9,91,85,82,218,16064
5,Kallakurichi,ponmani,alluvial,123,60.6,wet,94,5,203,10,127.4,52.03,73,2954,18.8,21.1,185.7,272.2,166.0,251.1,60.2,64.6,19.0,33,16.6,31,16.3,31.8,15.9,32.9,7,9,8,8,SW,W,SE,S,82.8,88,84,84,450,30951
4,Kurinjipadi,CO_43,alluvial,111,55.3,wet,89,4,176,9,117.81,46.07,69,2518,19.3,20.6,186.8,271.1,166.8,250.2,60.8,64.1,19.4,33,18.0,34,16.7,32.3,16.2,31.3,9,5,9,7,NW,S,SE,SSE,69.0,86,84,85,398,27733
5,Chinnasalem,delux ponni,alluvial,115,57.7,wet,94,5,187,9,123.6,50.12,69,2758,18.8,21.1,186.5,271.5,166.5,250.5,60.6,64.3,19.2,33,17.0,32,16.4,32.8,16.0,32.8,8,8,9,10,NW,W,SE,SSE,73.2,85,87,85,396,28058
3,Kurinjipadi,delux ponni,alluvial,79,38.7,wet,62,2,112,6,72.6,29.16,43,1847,19.4,20.5,187.1,270.9,167.0,250.0,60.9,64.0,18.5,33,17.1,34,15.7,32.2,15.7,31.3,7,6,9,8,NW,S,NNW,WSW,67.5,81,89,87,256,16648
4,Cuddalore,CO_43,clay,94,46.6,wet,77,4,150,7,99.74,39.85,58,2150,19.3,20.9,186.2,272.0,166.3,250.9,60.4,64.6,19.2,34,16.9,31,16.4,31.8,16.7,32.3,5,10,6,9,SW,W,NNW,W,78.6,88,85,82,326,23142
4,Sankarapuram,delux ponni,clay,95,47.9,wet,79,4,163,8,109.94,42.3,59,2247,18.6,21.6,186.2,271.8,166.4,250.7,60.5,64.5,18.9,32,16.3,31,15.9,32.4,15.8,32.8,7,9,8,10,W,W,NNW,W,75.2,82,88,85,320,25010
6,Sankarapuram,CO_43,alluvial,142,70.5,wet,113,6,229,11,155.38,59.48,85,3430,18.3,21.7,185.4,272.6,165.6,251.4,60.1,64.9,20.2,34,17.7,29,17.7,33.8,17.2,33.9,8,11,8,12,ENE,NE,SW,W,78.4,94,84,81,551,36788
4,Kallakurichi,delux ponni,clay,104,52.3,wet,84,4,169,8,114.8,44.26,61,2527,18.6,21.4,185.7,272.3,165.8,251.1,60.3,64.7,19.7,33,17.4,31,17.0,32.8,16.1,33.0,9,8,9,8,SSE,WNW,SE,S,78.8,91,83,83,373,26127
4,Chinnasalem,CO_43,clay,89,42.0,wet,71,3,152,7,90.74,37.4,53,2095,18.2,21.9,185.4,272.6,165.6,251.4,60.1,64.9,18.3,32,15.9,33,15.4,33.2,15.4,32.4,6,9,7,11,E,ENE,NNE,NNW,82.5,88,90,86,313,20154
4,Kallakurichi,delux ponni,clay,97,51.4,dry,81,4,164,8,117.73,40.55,58,2496,18.8,21.1,186.2,271.7,166.3,250.6,60.5,64.4,19.9,33,17.7,32,17.0,33.1,16.4,32.8,9,7,9,9,W,W,SE,W,72.2,89,84,84,356,27016
5,Kurinjipadi,CO_43,clay,138,69.0,dry,109,5,213,11,150.32,56.76,82,3304,19.5,20.5,187.1,271.0,166.9,250.1,60.9,64.1,19.0,33,17.4,33,16.2,31.9,16.0,31.6,7,6,9,7,NW,W,NNW,WSW,69.6,83,86,86,522,34742
4,Chinnasalem,CO_43,clay,109,56.6,dry,84,4,164,9,115.51,44.65,63,2549,18.2,21.7,186.4,271.6,166.6,250.3,60.6,64.3,18.0,31,15.6,35,15.1,33.2,15.1,30.9,7,5,9,9,E,ENE,NE,NNW,70.8,79,92,88,394,26118
4,Panruti,CO_43,clay,89,46.7,wet,77,4,153,8,105.41,38.14,59,2164,18.7,21.4,185.9,272.3,165.9,251.2,60.3,64.7,19.7,33,17.2,30,16.8,32.8,17.0,33.2,7,11,7,11,NW,W,NNW,NW,76.5,90,86,82,308,23131
3,Chinnasalem,ponmani,clay,86,43.4,dry,65,3,133,7,94.42,36.55,49,2017,18.4,21.6,186.1,271.9,166.3,250.6,60.5,64.5,18.3,32,16.3,34,15.4,32.6,15.2,31.2,8,5,9,7,E,ENE,SE,NNW,73.9,83,90,87,341,20668
4,Panruti,CO_43,clay,87,46.9,wet,80,4,140,8,106.9,34.35,57,2308,19.0,20.9,185.9,271.9,166.0,251.0,60.5,64.5,19.7,34,18.1,33,16.9,32.9,17.2,31.6,8,8,7,9,NW,NE,SE,S,73.0,93,85,82,342,23766
4,Sankarapuram,ponmani,clay,92,49.2,dry,85,4,181,9,119.39,47.11,62,2595,18.2,21.8,185.6,272.3,165.9,251.1,60.2,64.8,18.5,32,16.1,32,15.7,32.6,15.4,32.6,7,7,7,9,E,ENE,SE,S,80.7,86,87,86,392,25358
